age,workclass,education-num,race,sex,capital-gain,capital-loss,hours-per-week,income-per-year
38,Private,11,White,Male,0,0,40,<=50K
17,Self-emp-inc,5,White,Female,0,0,40,<=50K
32,Private,14,Black,Female,0,0,40,<=50K
33,Self-emp-not-inc,10,White,Male,0,0,35,<=50K
37,Self-emp-not-inc,9,Black,Female,0,0,40,<=50K
27,Private,10,White,Male,0,0,45,<=50K
31,State-gov,10,White,Female,0,0,40,<=50K
35,Private,9,Black,Male,0,0,40,<=50K
32,Private,13,White,Male,0,0,40,<=50K
52,Private,10,White,Female,0,0,50,<=50K
23,State-gov,10,White,Male,0,0,40,<=50K
33,Private,9,White,Male,0,0,40,>50K
43,Private,6,White,Male,0,0,40,<=50K
50,Private,10,White,Male,0,0,40,>50K
29,Private,10,White,Male,0,0,50,<=50K
54,Private,9,White,Female,0,0,40,<=50K
28,Private,10,White,Female,0,0,40,<=50K
31,Private,10,White,Male,0,0,40,<=50K
34,Private,6,White,Male,0,0,40,<=50K
25,Private,9,White,Female,0,0,20,<=50K
41,Private,9,White,Male,0,0,40,<=50K
44,Self-emp-not-inc,10,White,Male,0,0,12,<=50K
43,Self-emp-inc,9,White,Male,0,0,45,<=50K
57,Self-emp-inc,10,White,Male,0,0,40,<=50K
40,Private,12,White,Female,0,0,40,>50K
27,Private,5,White,Male,0,0,32,<=50K
64,Local-gov,10,White,Male,0,0,40,<=50K
37,Private,10,White,Female,0,0,30,<=50K
49,Private,4,White,Male,0,0,40,<=50K
64,Private,3,White,Male,0,0,40,<=50K
28,Private,9,White,Female,0,0,40,<=50K
46,Private,9,Black,Male,0,0,40,<=50K
51,Private,6,White,Male,0,0,40,>50K
31,Private,10,White,Female,0,0,20,<=50K
39,Private,6,White,Male,0,0,40,<=50K
38,Private,13,White,Male,3325,0,40,<=50K
29,Self-emp-inc,13,White,Female,0,0,80,<=50K
28,Local-gov,9,White,Male,0,0,40,<=50K
35,Private,13,White,Male,7430,0,40,>50K
21,Private,10,White,Male,0,0,45,<=50K
32,Private,8,White,Male,0,0,40,>50K
50,Private,9,White,Male,0,0,40,<=50K
35,Private,13,White,Female,0,0,40,<=50K
33,Private,9,White,Male,0,1977,45,>50K
67,Private,13,White,Male,6514,0,7,>50K
54,State-gov,14,Asian-Pac-Islander,Female,0,0,40,<=50K
33,State-gov,6,White,Male,0,0,40,<=50K
39,Private,9,White,Male,0,0,55,<=50K
33,Self-emp-not-inc,9,White,Male,0,0,40,<=50K
34,Private,11,White,Female,0,974,40,<=50K
43,Local-gov,14,Amer-Indian-Eskimo,Female,0,0,50,>50K
50,Local-gov,13,White,Female,0,0,24,<=50K
42,Private,11,White,Male,0,0,40,<=50K
26,Private,9,White,Female,0,0,56,<=50K
36,Private,13,White,Male,15024,0,50,>50K
47,Private,9,White,Male,0,0,30,>50K
24,Private,9,White,Male,0,0,40,<=50K
43,Self-emp-not-inc,13,White,Female,0,1887,70,>50K
48,Private,2,White,Male,3781,0,50,<=50K
57,Private,10,White,Female,0,0,38,<=50K
23,Private,10,White,Male,0,0,40,<=50K
22,State-gov,10,White,Male,0,0,45,<=50K
48,Self-emp-not-inc,13,White,Male,99999,0,50,>50K
46,Private,9,White,Male,0,0,40,<=50K
24,Private,10,White,Female,0,0,40,<=50K
46,Private,10,White,Female,0,0,40,<=50K
26,Private,13,White,Male,0,0,40,<=50K
43,Private,13,White,Female,0,0,40,<=50K
35,Private,13,White,Male,0,0,50,<=50K
38,Private,13,White,Female,0,0,40,<=50K
29,Private,10,White,Female,0,0,40,>50K
54,Private,10,White,Male,0,0,45,>50K
33,State-gov,13,White,Male,0,0,20,<=50K
64,Private,10,White,Female,0,0,40,<=50K
39,Federal-gov,9,White,Female,0,0,40,>50K
31,Private,9,White,Female,0,0,30,<=50K
38,Private,9,Black,Female,0,0,30,<=50K
32,State-gov,9,White,Male,0,0,40,<=50K
20,Private,9,White,Female,0,0,26,<=50K
47,Private,14,Asian-Pac-Islander,Male,0,0,45,<=50K
22,Private,9,Black,Male,0,0,40,<=50K
27,Private,10,White,Female,0,0,25,<=50K
38,Private,11,Asian-Pac-Islander,Male,0,0,36,>50K
27,Private,13,White,Male,0,0,50,<=50K
23,Private,9,White,Female,0,0,40,<=50K
47,Private,10,White,Male,0,0,65,>50K
34,Private,13,White,Male,0,1977,45,>50K
40,Private,9,Amer-Indian-Eskimo,Male,0,0,40,<=50K
26,Federal-gov,10,White,Male,3325,0,40,<=50K
40,State-gov,14,White,Female,0,0,20,<=50K
51,Self-emp-inc,15,White,Male,15024,0,60,>50K
50,Private,9,White,Male,0,0,60,>50K
27,Private,3,White,Male,0,0,50,<=50K
41,Private,11,White,Male,4386,0,60,>50K
43,Local-gov,11,White,Female,0,0,40,<=50K
33,Private,14,White,Male,0,0,40,>50K
65,Self-emp-not-inc,10,White,Male,6514,0,40,>50K
44,Private,10,White,Male,0,0,44,<=50K
42,Private,13,White,Male,0,0,45,<=50K
33,Self-emp-inc,9,White,Male,0,0,50,<=50K
36,Federal-gov,10,White,Male,0,0,35,<=50K
58,Private,10,White,Male,0,0,42,<=50K
26,Private,13,White,Male,0,0,40,<=50K
23,Private,9,White,Female,0,0,10,<=50K
70,Private,13,White,Female,0,0,20,<=50K
48,Federal-gov,9,White,Male,0,0,40,>50K
42,Private,13,White,Female,0,0,45,<=50K
30,Local-gov,14,White,Male,0,1887,45,>50K
38,Self-emp-not-inc,9,White,Male,3464,0,80,<=50K
20,Private,9,White,Male,3781,0,50,<=50K
33,Self-emp-not-inc,9,White,Male,0,0,60,<=50K
43,Self-emp-not-inc,9,White,Male,0,0,50,<=50K
54,Private,13,White,Male,0,0,50,>50K
34,Private,9,White,Male,0,0,48,>50K
70,Private,9,White,Male,0,0,40,<=50K
40,Private,9,White,Male,0,0,50,<=50K
22,Private,9,White,Male,0,0,40,<=50K
28,Private,3,White,Female,0,0,40,<=50K
35,Local-gov,9,White,Male,0,0,40,>50K
19,Private,9,White,Male,0,0,20,<=50K
24,Private,9,White,Male,0,0,40,<=50K
47,Private,9,White,Female,0,0,45,<=50K
37,Private,9,Black,Female,0,0,20,<=50K
58,Private,10,White,Female,0,0,36,<=50K
42,Local-gov,13,Black,Female,0,0,30,<=50K
34,Private,13,White,Male,0,0,50,>50K
32,Private,9,Black,Female,0,0,40,<=50K
45,Private,9,White,Female,0,0,38,<=50K
28,Self-emp-not-inc,9,White,Male,0,0,40,<=50K
33,Self-emp-not-inc,9,White,Male,0,0,40,<=50K
38,Private,9,White,Male,0,0,40,<=50K
66,Private,6,White,Female,0,0,11,<=50K
41,Private,9,White,Male,0,0,40,<=50K
47,Federal-gov,9,Black,Male,0,0,40,<=50K
35,Private,14,Black,Male,7298,0,40,>50K
55,Self-emp-not-inc,13,White,Male,0,0,99,<=50K
52,Local-gov,13,White,Female,0,0,40,>50K
31,Private,10,Black,Female,0,0,40,<=50K
34,State-gov,11,White,Female,0,0,40,<=50K
40,Federal-gov,14,Asian-Pac-Islander,Male,0,1902,40,>50K
64,Private,9,White,Female,0,0,40,<=50K
37,Private,8,White,Male,0,0,35,<=50K
41,Private,10,White,Female,0,0,45,<=50K
36,Private,13,White,Female,0,0,40,>50K
50,Private,9,White,Male,0,0,40,<=50K
38,Private,13,White,Female,0,0,35,<=50K
32,Private,9,Other,Female,0,0,28,<=50K
46,Private,9,Black,Male,4386,0,40,>50K
30,Private,9,White,Male,0,2001,42,<=50K
54,Private,14,White,Male,0,0,55,>50K
29,Private,10,White,Male,0,1672,40,<=50K
34,Private,9,White,Female,0,0,45,<=50K
22,Private,9,White,Male,0,0,35,<=50K
24,Private,3,White,Male,0,0,40,<=50K
36,Private,9,White,Male,0,0,45,>50K
36,Private,12,White,Male,0,0,40,>50K
40,Private,7,White,Female,0,0,37,<=50K
43,Local-gov,10,White,Male,0,0,17,<=50K
61,Private,10,White,Female,0,0,30,<=50K
20,Private,5,White,Female,0,0,32,<=50K
51,Local-gov,14,White,Male,15024,0,40,>50K
45,Local-gov,14,White,Female,1506,0,45,<=50K
18,Private,10,White,Female,0,0,24,<=50K
36,Private,10,White,Male,0,0,40,<=50K
53,Private,10,Black,Female,0,0,40,<=50K
41,Private,13,White,Male,0,0,40,<=50K
40,Self-emp-inc,14,White,Male,0,0,50,<=50K
26,Private,9,White,Male,0,0,36,<=50K
44,Private,13,Asian-Pac-Islander,Male,0,0,40,<=50K
36,Private,9,White,Female,0,0,40,<=50K
25,Private,10,White,Female,0,0,40,<=50K
22,Private,13,White,Female,0,0,40,<=50K
24,Private,13,White,Female,0,0,40,<=50K
46,Private,13,White,Male,0,0,44,>50K
32,Private,9,White,Male,0,0,55,>50K
28,Private,6,Other,Female,0,0,48,<=50K
24,Private,6,White,Male,0,0,40,<=50K
26,Private,10,Amer-Indian-Eskimo,Male,0,0,40,<=50K
59,Federal-gov,9,White,Female,0,0,40,>50K
56,Private,9,White,Male,0,0,40,<=50K
72,Local-gov,16,White,Male,0,1258,40,<=50K
55,Private,10,White,Male,0,0,24,>50K
48,Private,10,White,Female,0,0,38,>50K
22,Private,9,White,Female,0,0,40,<=50K
27,Private,10,White,Male,0,0,40,<=50K
37,Private,13,White,Female,0,0,16,>50K
47,Private,13,White,Male,7688,0,44,>50K
71,Local-gov,14,White,Female,0,0,40,<=50K
61,Private,10,White,Male,0,0,40,<=50K
23,Private,13,White,Male,0,0,40,<=50K
34,Private,14,Asian-Pac-Islander,Male,0,0,43,>50K
24,Private,13,White,Male,0,0,40,<=50K
39,Private,13,White,Male,0,0,50,>50K
37,Private,13,Asian-Pac-Islander,Female,0,0,30,>50K
45,Self-emp-inc,9,White,Male,0,0,48,>50K
21,Private,10,White,Male,0,0,35,<=50K
49,Private,9,White,Male,0,0,40,<=50K
30,Private,13,White,Female,0,0,40,<=50K
39,Federal-gov,15,White,Male,0,0,55,>50K
30,Private,11,White,Male,0,0,40,<=50K
39,Private,10,White,Female,0,0,60,<=50K
39,State-gov,13,White,Male,0,0,45,>50K
59,Private,6,White,Female,0,0,40,<=50K
19,Private,9,White,Male,0,0,42,<=50K
41,Private,13,Black,Male,0,0,40,<=50K
45,Self-emp-not-inc,10,White,Male,0,0,55,<=50K
40,Self-emp-inc,13,White,Male,0,0,60,<=50K
41,Private,10,White,Male,0,0,48,>50K
26,Private,9,Black,Male,0,0,40,<=50K
23,State-gov,3,White,Male,0,0,35,<=50K
37,Self-emp-not-inc,10,White,Male,0,0,70,<=50K
19,Private,10,White,Female,0,0,10,<=50K
30,Private,13,White,Female,0,0,55,>50K
54,Private,11,White,Male,7688,0,40,>50K
56,Private,9,White,Female,0,0,40,<=50K
23,Private,10,White,Female,0,0,47,<=50K
30,Private,10,Black,Male,0,0,45,<=50K
26,Private,10,White,Female,0,0,37,<=50K
20,Private,10,White,Female,0,0,46,<=50K
51,Private,9,White,Female,0,0,45,<=50K
34,Private,10,Black,Male,7298,0,40,>50K
27,Private,9,Black,Female,0,0,30,<=50K
57,Private,9,White,Female,0,0,45,<=50K
37,Private,7,White,Male,0,0,25,<=50K
52,Local-gov,9,White,Female,0,0,45,<=50K
21,Private,10,White,Male,0,0,20,<=50K
42,Private,10,White,Male,0,0,40,>50K
36,Self-emp-inc,9,White,Male,0,0,57,<=50K
42,Private,11,White,Female,0,0,60,<=50K
25,Private,9,White,Male,0,0,52,<=50K
44,Private,9,White,Male,0,0,68,<=50K
31,Private,13,White,Female,0,0,40,<=50K
52,State-gov,9,White,Female,0,0,40,<=50K
25,Private,10,Black,Female,3103,0,40,>50K
28,Private,13,White,Male,0,0,40,<=50K
35,Private,14,White,Male,0,0,40,<=50K
41,Local-gov,14,White,Male,0,0,38,>50K
26,Private,11,White,Female,0,0,55,<=50K
22,Private,10,White,Female,0,0,30,<=50K
19,Private,10,White,Male,0,0,25,<=50K
29,Private,15,Asian-Pac-Islander,Male,0,0,55,<=50K
17,Private,6,White,Male,0,0,30,<=50K
19,Private,10,Amer-Indian-Eskimo,Female,0,1721,25,<=50K
56,Private,4,White,Female,5013,0,45,<=50K
29,Private,10,White,Male,0,0,60,<=50K
36,State-gov,13,White,Male,0,0,40,<=50K
51,Private,13,White,Male,0,2559,50,>50K
38,Self-emp-not-inc,9,White,Male,0,0,70,<=50K
65,Self-emp-not-inc,15,White,Male,0,1668,40,<=50K
31,Private,2,White,Male,0,0,37,<=50K
23,Private,12,White,Female,0,0,65,<=50K
48,Self-emp-not-inc,9,White,Male,0,0,60,<=50K
36,Private,9,White,Male,0,0,64,>50K
29,Private,9,Black,Male,0,0,40,<=50K
28,Private,9,White,Female,0,0,28,<=50K
36,Private,11,White,Male,0,0,40,<=50K
54,Private,9,White,Male,0,0,45,<=50K
29,Private,9,White,Male,0,0,50,<=50K
62,Federal-gov,10,White,Female,0,0,40,<=50K
63,Private,13,White,Female,0,0,40,<=50K
46,Self-emp-inc,10,White,Female,2036,0,60,<=50K
24,Private,9,White,Male,0,0,40,<=50K
73,Private,2,White,Male,0,1735,20,<=50K
42,Private,5,White,Male,0,0,40,<=50K
54,Self-emp-not-inc,15,Asian-Pac-Islander,Male,99999,0,50,>50K
37,Private,10,White,Male,0,0,40,<=50K
17,Private,8,White,Female,0,0,15,<=50K
36,Private,9,White,Male,0,0,40,<=50K
51,Local-gov,9,White,Male,0,0,40,<=50K
26,Private,13,White,Female,0,0,40,<=50K
42,Private,14,White,Male,0,0,40,>50K
59,Federal-gov,10,White,Male,0,0,36,<=50K
35,Private,10,White,Male,0,0,40,<=50K
49,Private,12,White,Male,15024,0,60,>50K
19,Private,10,White,Female,0,0,15,<=50K
54,Private,6,White,Male,0,0,40,<=50K
30,Private,9,Amer-Indian-Eskimo,Female,0,0,40,<=50K
52,Self-emp-inc,9,White,Male,0,0,60,<=50K
31,Local-gov,10,Black,Female,0,0,40,<=50K
54,Private,3,Black,Female,0,0,30,<=50K
24,Private,13,White,Female,0,0,40,<=50K
35,Private,9,White,Male,0,0,40,<=50K
28,Private,9,White,Male,0,0,43,<=50K
26,Private,10,Black,Female,0,0,40,<=50K
51,Self-emp-inc,16,White,Male,15024,0,40,>50K
45,Private,13,White,Male,0,0,40,<=50K
23,Local-gov,10,Black,Male,0,0,40,<=50K
48,Private,9,White,Female,0,0,50,<=50K
39,Private,7,White,Male,0,0,35,<=50K
54,Self-emp-not-inc,12,White,Male,0,0,50,>50K
29,Private,9,White,Male,0,0,40,>50K
43,Self-emp-not-inc,13,Asian-Pac-Islander,Female,0,0,80,<=50K
51,Self-emp-not-inc,12,Black,Female,0,0,30,<=50K
64,State-gov,6,White,Male,0,0,40,>50K
31,Private,5,White,Male,0,0,43,>50K
22,Private,9,White,Female,0,0,45,<=50K
45,Private,10,White,Male,0,0,52,<=50K
39,Private,12,Black,Female,0,0,40,<=50K
22,Self-emp-inc,4,White,Male,2580,0,40,<=50K
34,Private,10,White,Male,0,0,50,<=50K
25,Private,10,White,Male,0,0,30,<=50K
40,Private,9,White,Female,0,0,45,<=50K
19,Private,10,Black,Male,0,0,30,<=50K
26,Private,13,Asian-Pac-Islander,Male,0,0,16,<=50K
46,Private,9,White,Male,0,0,40,>50K
53,Private,4,White,Male,0,0,40,<=50K
34,Private,13,White,Male,0,1741,40,<=50K
63,Self-emp-not-inc,10,White,Male,0,0,35,>50K
37,Local-gov,10,White,Male,0,0,30,<=50K
32,Self-emp-inc,9,White,Male,0,1902,55,>50K
72,Private,6,White,Male,0,0,15,<=50K
19,State-gov,10,White,Male,0,0,10,<=50K
57,Self-emp-not-inc,10,White,Male,99999,0,45,>50K
23,Private,9,White,Male,0,0,40,<=50K
31,Private,2,White,Male,0,0,45,<=50K
27,Private,13,White,Male,7298,0,55,>50K
56,Self-emp-not-inc,9,White,Male,0,0,70,<=50K
39,Self-emp-inc,13,Asian-Pac-Islander,Male,7688,0,40,>50K
39,Private,14,White,Male,0,0,50,>50K
23,Private,13,Asian-Pac-Islander,Male,0,0,40,<=50K
53,Private,9,White,Male,0,0,40,<=50K
43,Private,9,White,Female,0,0,60,<=50K
56,Private,9,White,Female,0,0,32,<=50K
28,Private,9,White,Male,0,0,40,<=50K
48,Self-emp-not-inc,10,White,Male,0,0,40,>50K
26,Private,9,Black,Female,0,0,40,<=50K
47,Private,9,Asian-Pac-Islander,Male,0,0,25,<=50K
37,Private,9,White,Female,0,0,40,<=50K
51,Private,10,White,Female,0,2547,40,>50K
25,Private,10,White,Female,0,0,40,<=50K
49,Private,13,White,Female,0,0,35,<=50K
44,Private,10,White,Male,0,0,58,>50K
37,Private,12,White,Female,0,0,40,<=50K
50,State-gov,13,White,Male,0,0,40,>50K
26,Private,12,White,Male,0,0,40,<=50K
43,Local-gov,13,White,Female,0,0,48,<=50K
63,Self-emp-not-inc,10,White,Female,20051,0,10,>50K
20,Private,10,White,Male,0,0,26,<=50K
26,Private,13,White,Female,0,0,40,<=50K
38,Private,13,White,Male,0,0,40,>50K
32,Private,15,White,Male,0,0,40,>50K
27,Private,13,White,Male,0,0,25,<=50K
53,Self-emp-not-inc,15,White,Male,0,0,38,>50K
61,Federal-gov,9,White,Female,0,0,35,<=50K
18,Private,9,White,Male,0,0,25,<=50K
51,Private,9,White,Male,0,0,45,<=50K
46,Private,9,White,Male,0,0,44,<=50K
20,Private,9,White,Female,0,0,40,<=50K
33,Private,13,White,Female,0,0,40,>50K
32,Private,9,Black,Female,0,0,50,<=50K
43,Private,9,Black,Female,0,0,40,<=50K
59,Private,6,White,Male,0,0,40,<=50K
22,Private,9,Black,Male,0,0,40,<=50K
46,Private,7,White,Male,0,0,40,<=50K
40,Private,9,White,Female,0,0,40,<=50K
22,Private,10,White,Male,0,0,25,<=50K
22,Private,9,White,Male,0,0,80,<=50K
46,Private,13,White,Male,0,0,44,>50K
49,Private,9,White,Male,0,0,45,>50K
46,Self-emp-not-inc,9,White,Female,7298,0,40,>50K
49,Private,9,White,Male,0,0,40,<=50K
40,Private,13,Other,Male,0,0,45,<=50K
46,Private,11,White,Male,0,0,42,<=50K
38,Self-emp-not-inc,9,White,Male,0,0,40,>50K
64,Private,13,White,Male,0,0,40,>50K
27,State-gov,13,White,Male,0,0,60,<=50K
44,Self-emp-not-inc,9,White,Male,0,0,40,<=50K
40,Private,4,White,Male,4064,0,40,<=50K
32,Private,10,White,Male,0,0,48,<=50K
48,Self-emp-not-inc,9,White,Male,0,0,40,<=50K
35,Private,9,White,Female,3942,0,35,<=50K
32,Self-emp-not-inc,10,White,Male,0,0,30,<=50K
38,Local-gov,9,White,Male,0,0,40,<=50K
35,Private,10,White,Male,0,0,40,<=50K
57,Private,9,White,Male,0,0,45,<=50K
45,Private,11,White,Female,0,0,40,>50K
36,Private,9,White,Male,0,0,56,<=50K
42,Private,13,White,Male,5013,0,40,<=50K
48,Private,10,White,Male,0,0,40,<=50K
25,Private,11,White,Female,0,1887,40,>50K
42,Private,10,Black,Male,0,0,40,<=50K
37,Self-emp-not-inc,9,White,Male,0,0,50,<=50K
51,Private,9,White,Male,0,0,40,>50K
36,Private,15,White,Male,0,0,50,>50K
28,Private,12,White,Female,0,0,40,<=50K
25,Self-emp-not-inc,10,White,Female,0,0,50,<=50K
40,Private,10,White,Male,0,0,40,<=50K
31,Private,14,White,Male,0,1564,40,>50K
60,Self-emp-not-inc,10,White,Male,0,0,50,<=50K
36,Local-gov,13,White,Male,0,1887,40,>50K
61,Private,9,White,Female,0,2754,25,<=50K
32,Private,10,White,Male,0,0,40,<=50K
27,Private,10,White,Male,0,0,40,<=50K
36,Private,14,White,Male,0,0,50,>50K
37,Private,10,White,Male,0,0,60,<=50K
62,Private,11,White,Female,0,0,40,<=50K
73,State-gov,4,Asian-Pac-Islander,Female,0,0,40,<=50K
31,Private,11,White,Male,0,0,45,<=50K
32,Private,10,White,Male,0,0,48,<=50K
73,Local-gov,4,White,Male,2228,0,10,<=50K
44,Local-gov,11,White,Male,0,0,44,<=50K
46,Private,10,White,Male,0,0,40,<=50K
49,Private,5,Black,Male,0,0,37,<=50K
33,Private,2,White,Male,0,0,35,<=50K
24,Private,9,Black,Male,0,0,25,<=50K
56,Private,9,White,Male,0,0,36,>50K
32,Private,13,White,Male,0,0,40,>50K
26,Private,9,White,Male,0,0,50,<=50K
43,Self-emp-inc,13,White,Male,0,0,35,<=50K
20,Private,9,White,Male,0,0,40,<=50K
35,Private,9,White,Female,0,0,30,<=50K
40,Private,9,White,Male,0,0,50,<=50K
41,Private,10,White,Male,0,1848,65,>50K
45,Self-emp-inc,13,Asian-Pac-Islander,Female,99999,0,25,>50K
48,Local-gov,12,White,Male,0,0,56,>50K
62,Private,13,White,Female,0,0,7,<=50K
27,Private,9,White,Female,0,0,40,<=50K
33,Self-emp-not-inc,9,White,Male,0,0,60,<=50K
37,State-gov,9,White,Female,0,0,35,<=50K
42,Local-gov,12,Amer-Indian-Eskimo,Female,0,0,40,<=50K
60,Self-emp-not-inc,4,White,Male,0,0,40,>50K
28,Private,10,White,Female,4865,0,40,<=50K
37,Private,5,White,Male,0,0,35,<=50K
36,Private,3,White,Male,0,0,32,<=50K
29,Private,9,Black,Female,0,0,40,<=50K
17,Private,7,White,Female,0,0,20,<=50K
32,Private,9,White,Male,0,0,52,<=50K
44,Local-gov,13,White,Male,0,0,45,<=50K
22,Private,10,White,Female,0,0,20,<=50K
33,Private,9,Black,Female,0,0,40,<=50K
25,State-gov,10,White,Male,0,0,40,<=50K
50,Private,13,White,Male,0,0,45,>50K
32,Private,14,White,Female,0,0,40,<=50K
33,Private,9,White,Male,0,1672,55,<=50K
37,Private,9,White,Male,0,0,40,<=50K
56,Private,9,White,Male,0,0,50,>50K
29,State-gov,10,White,Male,0,0,20,<=50K
43,Private,9,White,Male,0,1977,52,>50K
44,Local-gov,10,White,Male,0,1485,40,>50K
38,State-gov,13,White,Female,0,0,40,<=50K
42,Self-emp-not-inc,9,White,Male,0,0,35,<=50K
29,Private,13,White,Female,0,0,24,<=50K
60,Private,10,White,Male,3325,0,42,<=50K
19,Private,9,Black,Male,0,0,30,<=50K
26,Private,10,Asian-Pac-Islander,Male,0,0,37,<=50K
27,Private,10,White,Male,3908,0,40,<=50K
48,Private,16,Asian-Pac-Islander,Male,0,1902,40,>50K
47,Private,13,White,Male,0,0,40,>50K
67,Self-emp-inc,13,White,Female,0,0,35,<=50K
20,Private,10,White,Female,0,0,29,<=50K
32,Private,10,White,Male,0,0,55,<=50K
30,Self-emp-not-inc,12,White,Male,0,0,40,<=50K
73,Local-gov,14,White,Male,0,0,10,>50K
30,Private,10,White,Female,0,0,36,<=50K
64,Self-emp-not-inc,10,White,Male,0,0,20,<=50K
48,Local-gov,14,White,Female,0,1380,40,<=50K
55,Private,10,Black,Female,0,2339,45,<=50K
36,State-gov,16,White,Male,0,0,45,<=50K
36,Private,11,White,Female,0,0,40,<=50K
30,State-gov,7,White,Male,0,0,40,<=50K
23,Private,9,White,Male,0,0,40,<=50K
25,Local-gov,13,White,Male,0,0,40,<=50K
33,Private,3,White,Female,0,0,40,<=50K
24,State-gov,14,Black,Female,0,0,40,<=50K
23,Private,10,White,Female,0,1721,40,<=50K
42,Private,13,White,Male,3137,0,40,<=50K
18,Private,8,White,Female,0,0,20,<=50K
40,Private,6,Black,Female,0,0,40,<=50K
33,Private,4,White,Male,0,0,40,>50K
27,Private,9,White,Female,0,0,60,<=50K
39,Private,14,Asian-Pac-Islander,Male,15024,0,40,>50K
32,State-gov,13,White,Female,0,0,55,>50K
22,State-gov,10,White,Female,0,0,40,<=50K
33,Private,13,Asian-Pac-Islander,Female,0,0,35,<=50K
39,Private,9,White,Male,0,0,45,>50K
32,Private,9,White,Male,2174,0,40,<=50K
51,Private,9,White,Male,7298,0,60,>50K
20,Private,9,White,Male,0,0,40,<=50K
27,Private,12,White,Male,0,0,40,<=50K
64,Private,9,White,Female,0,0,40,<=50K
61,Self-emp-inc,13,White,Male,0,0,50,<=50K
27,Private,13,White,Male,0,0,50,<=50K
57,State-gov,10,White,Female,0,0,40,<=50K
37,Private,14,White,Male,0,0,40,>50K
66,Private,3,Black,Female,0,0,15,<=50K
44,Private,10,White,Female,0,0,40,<=50K
38,Private,11,White,Male,0,0,40,<=50K
24,Private,4,White,Male,0,0,40,<=50K
38,Private,9,White,Female,0,0,35,<=50K
43,Private,7,White,Male,0,0,42,<=50K
36,Self-emp-not-inc,16,White,Female,0,0,10,<=50K
57,Private,15,White,Male,0,0,60,<=50K
22,Private,8,Black,Male,0,0,35,<=50K
53,Private,9,Black,Female,0,0,40,<=50K
31,Private,13,White,Male,0,0,40,<=50K
33,Private,9,White,Male,0,0,35,<=50K
28,Local-gov,10,White,Male,0,0,65,<=50K
44,Private,9,White,Male,0,0,40,>50K
29,Private,9,White,Male,0,0,45,<=50K
43,Private,13,White,Male,0,0,40,<=50K
48,Private,9,White,Female,0,0,16,<=50K
32,Private,10,White,Male,0,0,50,<=50K
24,Private,4,White,Male,0,0,40,<=50K
21,State-gov,10,White,Female,0,0,14,<=50K
33,Federal-gov,10,Asian-Pac-Islander,Female,0,0,40,<=50K
25,Private,9,Black,Male,0,0,40,<=50K
37,Private,14,White,Male,0,0,50,>50K
28,Private,13,White,Male,0,0,55,<=50K
35,Private,10,White,Male,0,0,45,<=50K
39,Private,12,White,Male,0,0,24,<=50K
59,Private,9,White,Female,0,0,40,<=50K
24,Private,10,Other,Female,0,0,30,<=50K
56,Private,9,White,Male,0,0,50,<=50K
26,State-gov,10,White,Male,0,0,40,<=50K
37,Private,13,White,Male,0,0,45,>50K
26,Private,10,White,Male,0,0,20,<=50K
46,Federal-gov,10,White,Male,0,0,48,>50K
35,Private,13,Asian-Pac-Islander,Female,0,0,40,<=50K
50,Private,9,White,Male,0,0,50,>50K
46,Private,14,White,Male,0,1902,40,>50K
34,Self-emp-not-inc,12,White,Female,0,0,25,<=50K
37,Private,13,White,Male,0,0,45,<=50K
75,Self-emp-not-inc,16,White,Male,4931,0,3,<=50K
46,Private,12,White,Female,0,0,36,<=50K
19,Private,10,White,Female,0,0,15,<=50K
61,Self-emp-not-inc,9,White,Female,0,0,44,<=50K
35,Private,10,Black,Female,0,0,55,<=50K
43,Private,13,White,Male,0,0,50,>50K
32,Private,12,White,Male,0,0,60,>50K
27,Private,9,Black,Female,0,0,40,<=50K
23,Private,13,White,Male,0,0,40,<=50K
63,Private,11,White,Female,0,0,8,<=50K
21,Private,10,White,Male,0,0,40,<=50K
37,Private,10,Asian-Pac-Islander,Male,0,0,55,<=50K
24,Private,13,Asian-Pac-Islander,Male,0,0,55,<=50K
30,Private,9,White,Male,0,0,27,<=50K
34,Private,11,White,Male,0,0,40,<=50K
20,Private,9,White,Male,0,0,43,<=50K
37,Private,10,Asian-Pac-Islander,Male,0,0,40,<=50K
43,Private,10,White,Male,0,0,60,<=50K
48,Private,9,White,Male,0,0,40,<=50K
27,Private,9,White,Male,0,1848,45,>50K
37,Private,7,White,Male,0,0,40,>50K
39,Self-emp-not-inc,9,White,Female,0,0,50,<=50K
25,Private,10,Asian-Pac-Islander,Male,0,0,40,<=50K
39,Private,13,White,Female,0,0,20,<=50K
63,Private,9,Black,Male,0,0,40,<=50K
52,State-gov,14,White,Female,4787,0,44,>50K
60,Federal-gov,12,Black,Male,0,0,40,<=50K
56,Self-emp-inc,9,White,Male,0,1902,40,>50K
38,Private,10,White,Male,0,0,60,<=50K
21,Private,10,White,Male,0,0,25,<=50K
36,Private,12,White,Male,0,0,55,<=50K
46,State-gov,14,White,Female,0,0,38,<=50K
34,Private,9,White,Female,0,0,40,<=50K
19,Private,10,White,Female,0,2001,40,<=50K
37,Private,7,White,Male,0,0,65,<=50K
35,Private,10,White,Male,0,0,40,>50K
58,Private,10,White,Female,0,0,42,<=50K
46,Local-gov,14,Black,Male,0,0,38,>50K
58,Private,13,White,Male,0,0,40,<=50K
