age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,income-per-year,workclass
30.0,9.0,White,Male,0.0,1762.0,39.0,>50K,Self-emp-inc
46.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
22.0,13.0,White,Female,0.0,0.0,25.0,<=50K,Private
27.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
41.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
39.0,14.0,White,Female,1506.0,0.0,40.0,<=50K,Private
65.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
35.0,13.0,Black&more,Male,0.0,0.0,40.0,<=50K,Private
36.0,12.0,White,Male,0.0,0.0,28.0,<=50K,Private
45.0,10.0,Black&more,Male,0.0,0.0,32.0,<=50K,State-gov
59.0,11.0,White,Female,0.0,0.0,40.0,<=50K,Local-gov
35.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
49.0,13.0,White,Male,3942.0,0.0,35.0,<=50K,Private
41.0,14.0,White,Male,0.0,0.0,28.0,<=50K,State-gov
35.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
43.0,11.0,White,Female,13550.0,0.0,40.0,>50K,Federal-gov
30.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Private
53.0,14.0,White,Male,0.0,0.0,32.0,>50K,Federal-gov
26.0,11.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
24.0,12.0,Black&more,Male,0.0,0.0,16.0,<=50K,Private
25.0,14.0,White,Male,0.0,0.0,44.0,<=50K,Private
55.0,13.0,White,Male,6723.0,0.0,48.0,>50K,Private
39.0,3.0,Black&more,Female,0.0,0.0,30.0,<=50K,Private
51.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Federal-gov
40.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
67.0,9.0,White,Male,0.0,0.0,8.0,<=50K,Private
42.0,13.0,White,Female,0.0,0.0,45.0,>50K,Local-gov
20.0,10.0,Black&more,Female,401.0,0.0,35.0,<=50K,Private
56.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Local-gov
30.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
33.0,13.0,White,Male,0.0,0.0,36.0,<=50K,Private
25.0,9.0,White,Male,0.0,0.0,48.0,<=50K,Private
41.0,15.0,White,Male,0.0,0.0,48.0,>50K,Private
23.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
44.0,10.0,White,Male,0.0,0.0,36.0,>50K,Private
53.0,14.0,White,Male,0.0,0.0,34.0,>50K,State-gov
19.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
44.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
21.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
42.0,10.0,White,Male,0.0,0.0,54.0,>50K,Local-gov
26.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
25.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
90.0,13.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
23.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
52.0,14.0,Black&more,Female,0.0,0.0,50.0,<=50K,Self-emp-inc
29.0,3.0,White,Male,0.0,0.0,21.0,<=50K,Private
36.0,14.0,White,Male,0.0,0.0,36.0,>50K,Self-emp-not-inc
47.0,15.0,White,Male,99999.0,0.0,39.0,>50K,Private
23.0,10.0,Black&more,Male,0.0,0.0,16.0,<=50K,Private
46.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
21.0,11.0,White,Female,0.0,1602.0,30.0,<=50K,Private
47.0,10.0,White,Male,0.0,0.0,66.0,<=50K,Self-emp-inc
44.0,13.0,Black&more,Male,0.0,0.0,39.0,>50K,Self-emp-not-inc
47.0,15.0,White,Male,0.0,0.0,28.0,<=50K,Local-gov
21.0,5.0,White,Male,0.0,0.0,28.0,<=50K,Private
21.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
23.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
46.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
20.0,10.0,White,Male,0.0,0.0,28.0,<=50K,Private
56.0,9.0,White,Male,0.0,0.0,44.0,<=50K,Self-emp-not-inc
21.0,12.0,White,Female,0.0,0.0,30.0,<=50K,Private
46.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
38.0,8.0,White,Female,0.0,0.0,17.0,<=50K,Private
24.0,9.0,White,Male,4101.0,0.0,32.0,>50K,Private
64.0,16.0,White,Female,4787.0,0.0,40.0,>50K,State-gov
43.0,11.0,White,Female,0.0,0.0,55.0,<=50K,Private
29.0,11.0,White,Male,0.0,0.0,32.0,<=50K,Private
43.0,9.0,Black&more,Male,0.0,0.0,32.0,>50K,Private
34.0,10.0,Black&more,Male,4101.0,0.0,32.0,>50K,State-gov
55.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Local-gov
46.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Self-emp-not-inc
56.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-inc
55.0,9.0,White,Male,7430.0,0.0,32.0,>50K,Private
67.0,9.0,White,Male,3781.0,0.0,9.0,<=50K,Private
33.0,10.0,White,Male,0.0,0.0,58.0,<=50K,Self-emp-not-inc
23.0,10.0,White,Male,0.0,0.0,24.0,<=50K,Local-gov
41.0,13.0,White,Male,0.0,0.0,48.0,>50K,Private
41.0,5.0,White,Male,0.0,0.0,32.0,<=50K,Private
24.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Local-gov
40.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Local-gov
62.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
40.0,9.0,White,Female,6849.0,0.0,38.0,<=50K,Private
29.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
35.0,15.0,White,Male,0.0,0.0,54.0,>50K,Self-emp-not-inc
36.0,7.0,White,Male,0.0,0.0,32.0,<=50K,Private
56.0,7.0,White,Male,0.0,0.0,32.0,<=50K,Private
63.0,10.0,White,Male,0.0,0.0,26.0,<=50K,State-gov
55.0,11.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
24.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
26.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
46.0,3.0,White,Female,0.0,0.0,40.0,<=50K,Private
28.0,12.0,Black&more,Female,0.0,0.0,35.0,<=50K,Private
40.0,11.0,White,Female,0.0,0.0,40.0,<=50K,Private
24.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Private
34.0,9.0,White,Male,2885.0,0.0,66.0,<=50K,Private
36.0,10.0,Black&more,Male,7430.0,0.0,40.0,>50K,Private
54.0,9.0,White,Male,0.0,0.0,32.0,>50K,Federal-gov
43.0,10.0,White,Male,0.0,0.0,39.0,>50K,Private
31.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
54.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
31.0,8.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
48.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
37.0,10.0,White,Male,0.0,0.0,32.0,>50K,Private
21.0,5.0,White,Male,0.0,0.0,32.0,<=50K,Private
35.0,14.0,White,Female,0.0,0.0,55.0,<=50K,Private
51.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
21.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
34.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
31.0,13.0,White,Female,0.0,0.0,72.0,>50K,Private
20.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
23.0,10.0,White,Female,0.0,0.0,18.0,<=50K,Private
46.0,9.0,White,Female,0.0,0.0,45.0,<=50K,Private
56.0,9.0,White,Female,0.0,0.0,10.0,<=50K,Private
36.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Local-gov
42.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
38.0,13.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
25.0,13.0,White,Male,0.0,0.0,36.0,<=50K,Private
44.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
40.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
18.0,6.0,White,Male,0.0,0.0,16.0,<=50K,Private
23.0,10.0,White,Male,0.0,0.0,32.0,<=50K,State-gov
39.0,5.0,White,Male,0.0,0.0,32.0,>50K,Federal-gov
22.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
53.0,5.0,White,Male,0.0,0.0,32.0,<=50K,Local-gov
26.0,13.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
40.0,13.0,White,Male,14344.0,0.0,99.0,>50K,Private
42.0,7.0,White,Male,0.0,0.0,32.0,<=50K,Private
46.0,13.0,White,Male,14344.0,0.0,32.0,>50K,Local-gov
41.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
60.0,15.0,White,Male,0.0,0.0,32.0,>50K,Private
31.0,10.0,Black&more,Male,0.0,0.0,32.0,>50K,Private
34.0,12.0,White,Female,0.0,0.0,40.0,>50K,Private
38.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
26.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
37.0,11.0,White,Male,0.0,0.0,34.0,>50K,Private
50.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
18.0,7.0,White,Male,0.0,0.0,6.0,<=50K,Private
47.0,10.0,Black&more,Male,3103.0,0.0,32.0,>50K,Private
31.0,4.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
43.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
44.0,15.0,White,Female,2354.0,0.0,99.0,<=50K,Private
39.0,9.0,White,Male,0.0,0.0,32.0,>50K,Local-gov
42.0,10.0,White,Male,6723.0,0.0,42.0,>50K,Private
53.0,13.0,White,Male,0.0,0.0,32.0,>50K,Private
25.0,2.0,White,Female,0.0,0.0,40.0,<=50K,Private
22.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
38.0,10.0,Black&more,Male,0.0,0.0,48.0,<=50K,Private
30.0,9.0,White,Male,0.0,0.0,28.0,>50K,Private
31.0,6.0,White,Male,0.0,0.0,32.0,<=50K,Private
32.0,3.0,White,Male,0.0,0.0,48.0,<=50K,Private
54.0,13.0,White,Male,0.0,0.0,32.0,>50K,Self-emp-not-inc
35.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
42.0,11.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-not-inc
37.0,13.0,White,Male,0.0,1887.0,32.0,>50K,Private
41.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
29.0,11.0,White,Female,0.0,1590.0,64.0,<=50K,State-gov
38.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
25.0,12.0,White,Male,0.0,0.0,24.0,<=50K,Private
32.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
31.0,10.0,White,Male,0.0,0.0,36.0,<=50K,Private
32.0,14.0,White,Male,0.0,2824.0,44.0,>50K,Private
25.0,9.0,White,Male,0.0,0.0,29.0,<=50K,Private
81.0,4.0,White,Male,0.0,0.0,8.0,<=50K,Private
23.0,13.0,White,Male,0.0,0.0,32.0,<=50K,State-gov
44.0,10.0,Black&more,Female,0.0,0.0,37.0,<=50K,Private
19.0,10.0,White,Female,0.0,0.0,20.0,<=50K,Private
65.0,4.0,White,Male,0.0,0.0,32.0,<=50K,Private
40.0,11.0,White,Male,2829.0,0.0,32.0,<=50K,Private
35.0,14.0,White,Male,0.0,0.0,35.0,>50K,Private
21.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
24.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
42.0,9.0,White,Female,7298.0,0.0,40.0,>50K,Private
29.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
32.0,9.0,White,Female,0.0,0.0,40.0,<=50K,State-gov
29.0,5.0,White,Male,0.0,0.0,32.0,<=50K,Private
38.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
47.0,10.0,White,Male,0.0,0.0,32.0,>50K,Private
34.0,6.0,White,Male,0.0,0.0,36.0,>50K,Private
30.0,10.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
36.0,9.0,White,Female,0.0,0.0,35.0,<=50K,Private
23.0,10.0,Black&more,Male,0.0,0.0,18.0,<=50K,Private
38.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
35.0,11.0,White,Male,0.0,0.0,32.0,>50K,Private
63.0,4.0,White,Male,0.0,0.0,44.0,<=50K,Local-gov
32.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Local-gov
26.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
39.0,9.0,Black&more,Female,0.0,0.0,45.0,<=50K,Private
26.0,10.0,White,Male,6723.0,0.0,44.0,>50K,Private
24.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
41.0,14.0,Black&more,Female,0.0,0.0,60.0,>50K,Private
51.0,3.0,Black&more,Male,0.0,0.0,42.0,<=50K,Private
26.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
17.0,7.0,White,Male,0.0,0.0,14.0,<=50K,Private
34.0,12.0,White,Male,0.0,0.0,40.0,<=50K,Private
41.0,9.0,White,Female,0.0,0.0,30.0,<=50K,Private
31.0,13.0,White,Female,0.0,1380.0,40.0,<=50K,Private
44.0,9.0,White,Male,0.0,0.0,32.0,<=50K,State-gov
19.0,10.0,Black&more,Female,0.0,0.0,20.0,<=50K,Private
22.0,9.0,White,Male,0.0,0.0,57.0,<=50K,Private
26.0,6.0,White,Male,0.0,0.0,32.0,<=50K,Private
73.0,6.0,White,Female,0.0,0.0,10.0,<=50K,Private
31.0,7.0,Black&more,Female,0.0,0.0,42.0,<=50K,Private
36.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Local-gov
17.0,6.0,White,Female,0.0,0.0,12.0,<=50K,Private
43.0,15.0,White,Male,14344.0,0.0,48.0,>50K,Private
28.0,9.0,White,Male,0.0,0.0,44.0,<=50K,Self-emp-not-inc
45.0,13.0,White,Male,0.0,0.0,32.0,>50K,Private
40.0,9.0,White,Female,0.0,0.0,30.0,<=50K,Private
24.0,13.0,White,Male,0.0,0.0,36.0,<=50K,Private
47.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Federal-gov
26.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
66.0,13.0,White,Male,0.0,0.0,5.0,<=50K,Private
67.0,14.0,White,Male,0.0,0.0,44.0,>50K,Private
57.0,9.0,White,Male,0.0,0.0,58.0,<=50K,Self-emp-not-inc
32.0,9.0,White,Male,0.0,0.0,20.0,<=50K,Private
37.0,10.0,White,Male,0.0,0.0,39.0,>50K,Private
35.0,10.0,White,Male,0.0,0.0,24.0,<=50K,Private
24.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
20.0,11.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
33.0,9.0,White,Male,3103.0,0.0,32.0,>50K,Private
46.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
40.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
36.0,12.0,White,Male,0.0,0.0,48.0,>50K,Private
58.0,16.0,White,Female,0.0,0.0,99.0,<=50K,Self-emp-inc
27.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
45.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Federal-gov
68.0,16.0,White,Male,0.0,0.0,57.0,<=50K,Private
43.0,10.0,White,Male,0.0,0.0,36.0,<=50K,Private
39.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Local-gov
71.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
21.0,10.0,White,Female,0.0,0.0,30.0,<=50K,State-gov
52.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Local-gov
20.0,10.0,White,Female,0.0,0.0,24.0,<=50K,Federal-gov
39.0,10.0,White,Female,8614.0,0.0,40.0,>50K,Private
34.0,9.0,White,Male,0.0,0.0,36.0,>50K,Private
32.0,3.0,White,Male,0.0,0.0,48.0,<=50K,Private
33.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
32.0,11.0,White,Male,0.0,0.0,40.0,>50K,Private
51.0,3.0,Black&more,Male,0.0,0.0,7.0,<=50K,Private
43.0,4.0,White,Male,0.0,0.0,36.0,<=50K,Private
30.0,9.0,White,Male,0.0,0.0,54.0,<=50K,Private
34.0,10.0,Black&more,Female,0.0,0.0,37.0,<=50K,Private
62.0,9.0,White,Male,0.0,0.0,15.0,<=50K,Private
38.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
27.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
66.0,13.0,White,Male,5013.0,0.0,21.0,>50K,Self-emp-inc
63.0,9.0,White,Male,99999.0,0.0,32.0,>50K,Private
62.0,13.0,White,Male,0.0,0.0,32.0,>50K,Private
27.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
58.0,13.0,White,Female,14084.0,0.0,40.0,>50K,Private
54.0,9.0,White,Male,0.0,0.0,90.0,>50K,Self-emp-inc
46.0,10.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-not-inc
28.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
66.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
28.0,14.0,Black&more,Female,0.0,0.0,45.0,<=50K,Private
35.0,9.0,Black&more,Male,0.0,0.0,48.0,>50K,Private
54.0,9.0,Black&more,Male,0.0,0.0,40.0,<=50K,Self-emp-not-inc
39.0,12.0,White,Male,14344.0,0.0,44.0,>50K,Self-emp-inc
52.0,9.0,Black&more,Female,0.0,0.0,40.0,<=50K,Self-emp-not-inc
33.0,13.0,White,Male,0.0,1408.0,34.0,<=50K,Private
25.0,10.0,White,Male,0.0,0.0,44.0,<=50K,Private
32.0,9.0,White,Male,99999.0,0.0,32.0,>50K,Self-emp-inc
47.0,10.0,White,Male,7430.0,0.0,32.0,>50K,Private
31.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
37.0,9.0,White,Male,0.0,0.0,44.0,<=50K,Private
38.0,12.0,White,Female,0.0,1902.0,40.0,>50K,Private
48.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
18.0,10.0,White,Male,0.0,0.0,12.0,<=50K,Private
47.0,9.0,White,Male,0.0,0.0,40.0,>50K,Private
24.0,10.0,White,Male,0.0,0.0,58.0,>50K,Local-gov
45.0,10.0,White,Male,0.0,0.0,44.0,<=50K,Private
52.0,9.0,White,Male,7430.0,0.0,32.0,>50K,Private
36.0,13.0,White,Female,0.0,0.0,35.0,<=50K,Local-gov
51.0,10.0,White,Female,0.0,0.0,35.0,<=50K,State-gov
39.0,14.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
18.0,9.0,Black&more,Female,0.0,0.0,18.0,<=50K,Private
59.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
35.0,13.0,White,Female,0.0,0.0,40.0,>50K,Private
73.0,9.0,White,Female,0.0,0.0,15.0,<=50K,Private
47.0,13.0,White,Male,0.0,2258.0,32.0,>50K,Private
48.0,13.0,White,Female,0.0,0.0,20.0,>50K,Self-emp-not-inc
84.0,11.0,White,Female,0.0,0.0,14.0,<=50K,Local-gov
40.0,4.0,Black&more,Male,0.0,1762.0,32.0,>50K,Local-gov
39.0,10.0,White,Male,0.0,0.0,40.0,>50K,Private
42.0,9.0,White,Male,3887.0,0.0,36.0,<=50K,Self-emp-not-inc
54.0,15.0,White,Male,0.0,0.0,24.0,>50K,Self-emp-not-inc
57.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
37.0,11.0,Black&more,Female,0.0,0.0,48.0,>50K,Private
25.0,10.0,Black&more,Male,0.0,1848.0,29.0,>50K,Private
46.0,14.0,Black&more,Male,0.0,0.0,32.0,<=50K,Local-gov
17.0,7.0,White,Male,0.0,0.0,14.0,<=50K,Private
27.0,9.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
46.0,14.0,White,Male,0.0,0.0,32.0,>50K,Private
45.0,10.0,White,Male,0.0,0.0,32.0,>50K,Local-gov
51.0,9.0,Black&more,Male,0.0,0.0,40.0,<=50K,Private
65.0,9.0,White,Male,0.0,0.0,48.0,>50K,Self-emp-not-inc
31.0,13.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
56.0,11.0,Black&more,Male,0.0,0.0,32.0,>50K,Private
43.0,5.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
18.0,8.0,White,Female,0.0,0.0,20.0,<=50K,Private
49.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
17.0,7.0,White,Male,0.0,0.0,16.0,<=50K,Private
35.0,9.0,White,Female,0.0,0.0,38.0,<=50K,Local-gov
50.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
54.0,9.0,White,Male,0.0,0.0,26.0,<=50K,Private
22.0,12.0,White,Male,0.0,0.0,32.0,<=50K,State-gov
19.0,9.0,White,Female,0.0,0.0,15.0,<=50K,Private
33.0,2.0,White,Male,0.0,0.0,32.0,<=50K,Private
31.0,15.0,White,Male,0.0,0.0,44.0,<=50K,Private
71.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
35.0,12.0,White,Male,0.0,0.0,32.0,<=50K,Private
40.0,11.0,White,Female,0.0,0.0,20.0,<=50K,Private
43.0,10.0,White,Male,0.0,0.0,34.0,<=50K,Private
45.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
43.0,13.0,White,Male,6723.0,0.0,32.0,>50K,Private
73.0,11.0,White,Female,0.0,0.0,32.0,<=50K,Private
47.0,13.0,White,Male,0.0,0.0,28.0,<=50K,Self-emp-not-inc
25.0,13.0,White,Female,0.0,0.0,32.0,<=50K,Private
23.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
40.0,14.0,White,Male,3103.0,0.0,40.0,<=50K,Self-emp-not-inc
52.0,13.0,White,Male,0.0,0.0,48.0,>50K,Self-emp-not-inc
59.0,5.0,White,Male,0.0,0.0,48.0,>50K,Private
57.0,10.0,White,Female,0.0,0.0,35.0,<=50K,Local-gov
68.0,13.0,White,Male,15831.0,0.0,32.0,>50K,Private
46.0,13.0,White,Male,0.0,0.0,41.0,<=50K,Private
33.0,10.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
46.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
33.0,10.0,White,Male,0.0,0.0,48.0,<=50K,Self-emp-not-inc
60.0,10.0,White,Female,0.0,0.0,40.0,>50K,Private
20.0,9.0,White,Female,0.0,0.0,45.0,<=50K,Private
51.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
51.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
31.0,9.0,White,Male,0.0,0.0,44.0,>50K,Private
29.0,11.0,White,Male,0.0,0.0,35.0,<=50K,Private
50.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
38.0,10.0,White,Male,0.0,0.0,30.0,<=50K,Self-emp-inc
57.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-inc
44.0,13.0,White,Male,0.0,0.0,40.0,>50K,Private
41.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
45.0,12.0,White,Male,0.0,0.0,32.0,<=50K,Private
19.0,10.0,White,Female,0.0,0.0,38.0,<=50K,Private
34.0,13.0,White,Male,6723.0,0.0,44.0,>50K,Federal-gov
44.0,9.0,Black&more,Female,0.0,0.0,50.0,<=50K,Private
58.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-not-inc
79.0,15.0,White,Male,0.0,0.0,8.0,<=50K,Private
35.0,9.0,White,Male,0.0,0.0,28.0,<=50K,Private
36.0,12.0,White,Female,0.0,0.0,35.0,<=50K,Self-emp-not-inc
52.0,9.0,White,Female,0.0,0.0,50.0,<=50K,Private
23.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
34.0,13.0,White,Male,14344.0,0.0,48.0,>50K,Private
37.0,12.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
44.0,13.0,White,Male,0.0,0.0,24.0,<=50K,Self-emp-inc
35.0,9.0,White,Male,0.0,0.0,24.0,<=50K,Self-emp-not-inc
47.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
48.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
34.0,10.0,Black&more,Female,0.0,0.0,35.0,<=50K,Private
51.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
39.0,9.0,White,Male,6723.0,0.0,32.0,>50K,Private
45.0,9.0,White,Male,0.0,0.0,32.0,>50K,Local-gov
35.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
22.0,10.0,White,Female,0.0,0.0,35.0,<=50K,Private
31.0,13.0,White,Female,0.0,1564.0,60.0,>50K,Private
58.0,12.0,White,Male,4934.0,0.0,48.0,>50K,Private
28.0,10.0,Black&more,Male,0.0,0.0,40.0,<=50K,Private
51.0,16.0,Black&more,Male,0.0,0.0,99.0,<=50K,Private
46.0,9.0,White,Male,0.0,0.0,21.0,<=50K,Self-emp-not-inc
44.0,11.0,White,Male,6723.0,0.0,41.0,>50K,Private
64.0,15.0,White,Male,14344.0,0.0,36.0,>50K,Federal-gov
26.0,10.0,White,Male,0.0,0.0,32.0,>50K,Private
31.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
37.0,9.0,White,Male,0.0,0.0,66.0,>50K,Private
22.0,6.0,White,Male,0.0,0.0,24.0,<=50K,Private
21.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
36.0,10.0,White,Male,0.0,0.0,48.0,>50K,Self-emp-inc
42.0,13.0,White,Male,0.0,1092.0,32.0,<=50K,Local-gov
21.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
33.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Self-emp-inc
65.0,6.0,White,Female,0.0,0.0,20.0,<=50K,Private
35.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
19.0,10.0,White,Male,0.0,0.0,19.0,<=50K,Private
27.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
38.0,14.0,White,Male,0.0,0.0,32.0,>50K,Local-gov
22.0,10.0,Black&more,Female,0.0,0.0,25.0,<=50K,Private
22.0,7.0,White,Male,0.0,0.0,32.0,<=50K,Private
20.0,10.0,White,Female,0.0,0.0,20.0,<=50K,Private
34.0,10.0,White,Male,0.0,0.0,54.0,>50K,Private
56.0,8.0,White,Male,0.0,0.0,32.0,<=50K,Local-gov
27.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
54.0,13.0,White,Female,0.0,1408.0,38.0,<=50K,Private
41.0,13.0,White,Female,0.0,0.0,30.0,>50K,Private
50.0,10.0,White,Male,0.0,1672.0,39.0,<=50K,Local-gov
32.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
27.0,5.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
49.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Local-gov
49.0,4.0,White,Male,0.0,0.0,99.0,<=50K,Private
33.0,13.0,White,Male,0.0,0.0,44.0,<=50K,Private
64.0,9.0,White,Male,3464.0,0.0,32.0,<=50K,Local-gov
35.0,11.0,White,Female,0.0,0.0,35.0,<=50K,Private
20.0,10.0,White,Female,0.0,0.0,25.0,<=50K,Private
35.0,9.0,White,Female,0.0,0.0,20.0,<=50K,Private
41.0,9.0,White,Male,0.0,1848.0,32.0,>50K,Private
43.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
23.0,3.0,White,Male,0.0,0.0,32.0,<=50K,Private
