Unnamed: 0,sex,age,race,c_charge_degree,priors_count,is_recid
582,Female,22,Caucasian,M,0,pos
185,Male,23,African-American,M,0,neg
5179,Male,35,African-American,F,2,pos
2944,Male,22,African-American,F,1,pos
3360,Male,27,African-American,F,2,neg
915,Female,57,Caucasian,F,1,neg
767,Male,25,African-American,F,6,neg
3622,Male,35,Hispanic,M,5,pos
5656,Male,26,African-American,F,1,neg
2098,Male,49,Caucasian,M,2,pos
4432,Female,36,Caucasian,M,0,pos
6689,Male,35,African-American,F,9,pos
1017,Male,55,Hispanic,F,1,neg
3580,Female,21,African-American,F,0,neg
6761,Male,32,African-American,F,4,pos
6567,Female,24,African-American,F,0,pos
2945,Male,24,African-American,F,0,pos
2353,Male,27,Hispanic,F,2,pos
3402,Male,45,African-American,M,0,neg
3478,Male,37,African-American,F,4,pos
1520,Male,24,Asian,M,0,pos
3236,Male,24,African-American,F,0,neg
2518,Male,48,Caucasian,F,0,pos
6372,Male,32,African-American,F,11,neg
1098,Male,40,Caucasian,F,3,pos
2597,Male,30,African-American,F,7,pos
6033,Male,34,African-American,F,20,neg
3267,Male,27,Caucasian,F,1,pos
975,Male,52,Caucasian,F,1,pos
5250,Male,27,African-American,M,1,pos
5631,Male,30,Caucasian,F,0,pos
761,Female,23,African-American,F,0,pos
113,Male,37,African-American,F,3,pos
4924,Male,20,African-American,F,0,neg
6979,Male,46,Caucasian,F,0,pos
4418,Female,36,African-American,F,1,neg
3260,Male,38,Caucasian,M,2,pos
3296,Male,21,African-American,M,0,pos
5268,Male,42,Hispanic,M,1,pos
2109,Male,45,Caucasian,F,9,neg
6503,Male,23,Caucasian,M,4,neg
1103,Male,24,African-American,M,4,neg
2348,Male,38,African-American,F,4,pos
2909,Female,28,Caucasian,F,0,pos
4528,Male,38,African-American,M,10,pos
5836,Male,56,Caucasian,F,17,neg
1123,Male,26,Caucasian,F,11,pos
6654,Male,31,African-American,M,11,neg
4495,Male,33,African-American,F,0,pos
449,Male,24,Caucasian,M,0,pos
7040,Female,35,African-American,F,5,neg
743,Male,30,Caucasian,F,22,neg
5455,Male,27,African-American,F,6,neg
5299,Male,44,Caucasian,F,5,pos
4393,Male,27,African-American,F,12,neg
1964,Male,48,African-American,F,5,neg
2064,Male,39,Other,F,4,neg
6074,Male,26,African-American,F,3,neg
2360,Female,28,African-American,M,10,neg
5390,Male,27,African-American,M,3,pos
7131,Male,28,Caucasian,F,11,neg
6541,Male,24,African-American,M,0,pos
1396,Male,37,Caucasian,F,0,neg
5437,Female,26,Caucasian,F,2,neg
924,Male,27,African-American,F,1,pos
290,Male,54,Caucasian,F,6,neg
1269,Male,21,Caucasian,F,0,neg
50,Male,29,Caucasian,F,1,neg
1442,Male,28,Hispanic,F,3,neg
6342,Male,37,African-American,F,2,pos
5940,Male,30,African-American,F,7,neg
1107,Female,35,Hispanic,F,10,pos
5174,Male,51,African-American,M,8,neg
2840,Male,41,Hispanic,F,19,neg
5944,Male,34,African-American,F,1,pos
5810,Male,35,African-American,F,4,pos
1695,Female,36,African-American,M,0,pos
211,Male,27,Caucasian,M,2,pos
5256,Female,49,Caucasian,F,0,pos
4512,Male,25,African-American,F,0,pos
6270,Male,24,Caucasian,F,1,neg
615,Male,30,Hispanic,F,6,neg
6948,Male,31,Caucasian,F,6,pos
2450,Male,26,African-American,M,1,pos
1701,Male,40,Caucasian,F,1,pos
6354,Male,42,Other,F,1,pos
4762,Male,64,African-American,M,13,pos
1764,Male,21,African-American,M,0,pos
5646,Male,25,African-American,F,2,pos
5159,Male,21,Hispanic,F,0,neg
3918,Male,47,Caucasian,F,2,pos
3268,Male,33,Caucasian,F,1,pos
2202,Male,54,African-American,F,6,neg
1192,Female,30,Caucasian,F,0,pos
3380,Male,26,African-American,F,7,pos
6336,Male,22,Caucasian,F,1,neg
5540,Female,34,Caucasian,F,12,neg
544,Male,43,Hispanic,M,2,neg
30,Male,33,African-American,F,0,neg
4098,Female,54,Caucasian,M,0,pos
1276,Male,20,African-American,F,1,pos
1095,Male,66,African-American,F,3,pos
6735,Male,28,African-American,F,2,neg
780,Male,24,Caucasian,M,1,neg
85,Male,20,Other,F,0,neg
2012,Male,25,African-American,F,4,neg
4773,Male,38,Caucasian,M,0,pos
5214,Male,31,African-American,F,1,pos
967,Male,32,Caucasian,F,8,neg
499,Male,29,African-American,F,4,neg
3481,Male,32,Caucasian,F,1,neg
3865,Male,42,African-American,F,0,pos
2383,Female,54,African-American,F,7,pos
3524,Male,21,African-American,F,1,pos
37,Male,24,Caucasian,M,1,neg
4391,Male,23,African-American,F,0,pos
717,Male,62,Caucasian,F,0,pos
6865,Male,28,African-American,F,9,neg
1673,Male,64,African-American,F,0,pos
4967,Male,26,African-American,F,1,pos
5259,Male,41,African-American,M,7,neg
3951,Male,30,African-American,F,3,pos
7166,Female,54,Caucasian,M,1,pos
1832,Male,41,Caucasian,M,9,pos
1421,Male,26,African-American,F,3,neg
7108,Male,33,African-American,M,4,neg
1954,Male,28,Hispanic,M,3,pos
6209,Male,22,African-American,F,0,neg
4972,Male,44,African-American,F,0,pos
7035,Male,22,Other,F,0,pos
6919,Male,32,Caucasian,M,8,neg
5797,Male,24,African-American,F,2,neg
4609,Male,25,African-American,F,1,pos
5035,Male,43,African-American,M,0,pos
7118,Male,47,African-American,F,4,neg
6536,Male,54,African-American,M,12,neg
2735,Female,38,Other,F,6,neg
2670,Male,41,African-American,F,0,pos
5161,Male,47,African-American,F,12,neg
6070,Male,28,African-American,F,0,pos
3684,Male,39,Caucasian,F,1,pos
5329,Male,34,African-American,F,19,neg
1835,Male,58,Caucasian,M,0,pos
985,Male,51,African-American,M,17,pos
4151,Male,51,African-American,F,14,pos
2947,Male,29,African-American,F,5,pos
3512,Female,29,African-American,F,0,pos
6479,Female,46,Caucasian,M,0,pos
7080,Male,20,African-American,F,1,neg
1025,Male,27,African-American,F,1,pos
6183,Male,22,Hispanic,F,2,neg
1006,Male,33,African-American,F,1,pos
855,Male,26,Caucasian,F,0,pos
5021,Male,41,Caucasian,F,1,neg
5632,Female,26,Hispanic,M,0,pos
360,Male,49,African-American,F,3,pos
6706,Male,31,African-American,F,2,pos
4115,Female,30,African-American,F,0,pos
2371,Male,39,African-American,F,4,pos
4074,Male,38,African-American,M,0,neg
1920,Male,29,African-American,F,1,pos
3562,Male,25,African-American,M,28,neg
1055,Male,57,African-American,F,19,pos
1855,Male,27,Caucasian,F,1,pos
2923,Female,45,Caucasian,F,7,neg
6850,Male,21,African-American,F,0,pos
3593,Male,24,African-American,F,7,neg
3223,Male,28,African-American,F,21,neg
2292,Female,24,African-American,F,1,pos
2303,Male,60,Hispanic,F,0,pos
4192,Male,54,Caucasian,F,6,pos
6544,Female,34,Caucasian,M,1,pos
5121,Male,69,Caucasian,M,6,neg
2765,Male,20,Other,F,1,neg
4002,Male,29,African-American,F,4,neg
6337,Female,28,African-American,M,0,pos
2411,Male,37,African-American,F,9,neg
5470,Male,26,Caucasian,F,10,neg
6456,Male,46,African-American,M,0,neg
6420,Male,54,Other,M,2,neg
6740,Male,27,African-American,F,2,neg
3436,Female,35,African-American,F,1,pos
4798,Male,27,African-American,F,2,pos
6712,Male,21,Caucasian,F,0,neg
5199,Male,68,Caucasian,F,7,neg
6501,Male,21,African-American,F,1,neg
5691,Male,32,African-American,M,0,pos
3959,Male,29,African-American,M,0,neg
326,Male,27,Caucasian,F,8,pos
3993,Male,30,Caucasian,F,7,neg
1656,Male,28,Caucasian,F,0,pos
4314,Male,31,African-American,F,0,pos
199,Male,36,Other,M,2,neg
5633,Male,34,Other,F,0,neg
1217,Male,36,Caucasian,F,0,pos
4682,Male,56,Caucasian,M,1,pos
3051,Male,21,African-American,F,0,pos
3213,Male,24,Other,F,3,neg
4363,Female,42,African-American,F,1,pos
271,Female,52,African-American,F,0,pos
3744,Male,46,African-American,F,9,pos
2478,Male,61,Caucasian,M,0,pos
6727,Male,54,Caucasian,F,11,neg
2275,Male,37,Caucasian,M,1,neg
2958,Male,22,African-American,F,0,neg
5819,Female,65,Caucasian,F,0,pos
905,Female,53,Caucasian,M,0,pos
3769,Male,34,African-American,F,13,neg
6173,Female,36,African-American,M,1,pos
5649,Male,24,African-American,F,6,neg
5641,Male,24,Caucasian,F,5,neg
4547,Male,30,African-American,F,0,pos
6830,Male,49,African-American,M,1,pos
2077,Male,53,Caucasian,M,0,pos
1716,Male,25,African-American,F,9,pos
4084,Male,54,Other,M,2,pos
4061,Female,27,African-American,F,1,pos
7151,Male,30,Caucasian,F,2,pos
5064,Male,68,Hispanic,M,0,pos
5812,Male,26,Other,M,1,pos
23,Female,21,Caucasian,F,0,pos
1074,Male,49,Caucasian,F,0,pos
6649,Female,31,African-American,F,1,neg
1846,Male,24,African-American,M,0,pos
6938,Male,27,African-American,M,4,pos
3862,Male,24,Caucasian,F,1,pos
6537,Female,27,African-American,F,2,neg
2408,Male,34,Caucasian,M,0,pos
6478,Male,56,African-American,M,4,neg
1709,Female,45,Native American,M,1,pos
1093,Male,24,African-American,F,1,pos
3257,Male,25,African-American,F,1,pos
4181,Male,55,Caucasian,M,0,neg
536,Male,32,Hispanic,F,20,pos
7199,Male,23,Caucasian,F,0,pos
5385,Female,29,African-American,F,1,pos
3962,Male,50,Caucasian,F,3,pos
1536,Male,20,African-American,M,0,neg
2352,Male,54,Caucasian,M,1,neg
7129,Female,24,Caucasian,F,1,pos
1233,Male,40,Hispanic,M,0,pos
2195,Male,31,African-American,F,1,pos
316,Male,28,Caucasian,M,3,neg
6002,Male,22,African-American,F,0,pos
5509,Male,28,African-American,F,18,neg
395,Male,33,Caucasian,M,3,pos
4327,Male,34,African-American,F,10,neg
5085,Male,23,Caucasian,F,0,pos
6497,Male,43,Caucasian,M,4,pos
7106,Male,30,Caucasian,F,4,neg
5291,Male,32,Caucasian,F,6,pos
4737,Male,37,Hispanic,F,1,pos
3618,Female,28,Caucasian,F,0,pos
495,Male,29,African-American,F,4,neg
6777,Female,45,Other,F,1,pos
5898,Male,55,Caucasian,F,7,pos
2264,Female,35,African-American,F,12,neg
5838,Male,38,African-American,M,5,pos
3117,Male,30,Hispanic,M,2,neg
3978,Male,45,African-American,F,11,pos
1630,Female,32,Caucasian,F,6,neg
5154,Male,38,Hispanic,F,0,pos
637,Female,58,African-American,F,4,neg
1910,Male,30,Caucasian,F,11,neg
5206,Male,37,Caucasian,M,4,neg
5933,Male,25,African-American,M,6,neg
2722,Male,22,African-American,F,0,neg
478,Male,47,Caucasian,F,3,pos
5947,Male,23,Caucasian,F,10,neg
4299,Male,59,African-American,M,5,pos
6011,Male,30,Caucasian,F,1,neg
713,Male,50,African-American,F,18,neg
5524,Male,44,Caucasian,F,0,pos
7025,Male,24,African-American,F,0,neg
763,Male,55,Caucasian,F,18,neg
5311,Female,42,African-American,F,16,pos
7013,Male,29,African-American,F,10,neg
2530,Female,37,African-American,F,7,pos
920,Male,29,Caucasian,F,2,pos
2739,Male,32,African-American,F,26,neg
3707,Female,51,Caucasian,F,4,pos
4451,Male,25,Caucasian,F,13,neg
5301,Male,57,Caucasian,M,0,neg
1865,Male,29,Caucasian,F,10,neg
3200,Female,40,Other,F,0,pos
4248,Male,56,African-American,F,0,pos
2844,Male,55,Caucasian,F,1,neg
5696,Male,36,Asian,F,1,pos
4642,Male,20,African-American,F,3,neg
6804,Female,46,Caucasian,M,0,pos
562,Female,30,African-American,M,0,pos
3695,Female,42,African-American,M,0,neg
2317,Female,33,Caucasian,F,2,pos
5568,Male,47,African-American,F,4,neg
6251,Male,20,African-American,F,1,neg
425,Male,29,African-American,F,8,pos
2511,Male,27,African-American,M,2,neg
6907,Male,29,Other,F,4,neg
5049,Female,34,Other,M,0,pos
2157,Male,48,Caucasian,F,13,neg
1529,Male,72,Caucasian,F,3,pos
3372,Female,26,African-American,F,2,pos
5246,Male,46,African-American,M,2,pos
5209,Male,36,Caucasian,M,2,pos
5625,Female,69,Caucasian,M,2,pos
5925,Male,36,Caucasian,M,0,pos
6223,Male,39,African-American,F,1,pos
3749,Male,40,African-American,F,21,pos
6340,Male,48,African-American,F,4,pos
4309,Female,31,African-American,F,2,neg
1117,Male,24,African-American,F,0,pos
4933,Male,44,Caucasian,F,3,pos
6353,Male,23,African-American,F,1,neg
547,Male,27,African-American,F,0,pos
2873,Male,60,Caucasian,M,18,neg
663,Male,53,Caucasian,M,1,pos
1580,Male,28,Caucasian,M,0,neg
5454,Female,53,African-American,F,5,pos
2993,Male,37,Caucasian,M,5,pos
816,Male,28,African-American,F,14,neg
2092,Male,37,Caucasian,M,0,pos
3395,Female,39,Caucasian,F,1,pos
2001,Female,64,Caucasian,M,7,pos
5186,Male,32,African-American,F,3,neg
7213,Female,23,Hispanic,F,2,neg
2951,Male,18,African-American,F,2,neg
4776,Male,21,African-American,F,3,neg
4630,Male,31,African-American,F,8,neg
4051,Male,70,African-American,M,0,pos
3588,Male,30,Other,F,5,neg
3643,Male,33,Caucasian,F,0,neg
1767,Male,43,African-American,F,1,pos
136,Female,30,Hispanic,F,4,neg
2836,Male,37,African-American,F,0,pos
5964,Male,20,African-American,M,1,neg
6243,Male,35,African-American,F,6,neg
4045,Male,20,Caucasian,M,1,neg
1575,Female,39,African-American,F,6,pos
2852,Male,43,Caucasian,F,1,pos
2918,Male,32,Hispanic,M,1,neg
6325,Male,41,Hispanic,F,3,pos
243,Male,37,Caucasian,F,0,neg
1219,Male,23,African-American,M,0,pos
1397,Female,28,Caucasian,F,0,neg
3553,Male,56,Caucasian,M,9,neg
6609,Male,21,African-American,F,2,pos
3339,Male,33,Native American,M,9,neg
5678,Male,55,Caucasian,F,1,neg
2204,Male,24,African-American,F,17,neg
519,Male,29,African-American,F,5,neg
2901,Female,48,Other,F,0,pos
6732,Female,29,Hispanic,M,0,neg
1229,Male,22,African-American,F,0,pos
525,Male,25,Caucasian,F,4,neg
2232,Male,52,African-American,F,2,pos
5369,Male,64,African-American,M,8,neg
2728,Female,30,Caucasian,M,0,neg
1548,Male,21,African-American,M,0,neg
2684,Male,26,African-American,F,4,neg
5407,Female,36,African-American,M,1,pos
29,Male,26,African-American,F,5,neg
1672,Male,44,Caucasian,F,13,neg
1060,Male,27,African-American,F,2,pos
7046,Female,69,Caucasian,F,5,pos
2211,Female,37,Caucasian,F,0,pos
5980,Male,26,African-American,F,2,pos
3153,Male,62,African-American,F,13,neg
289,Male,70,Caucasian,M,1,pos
4811,Male,37,Other,F,0,neg
2214,Male,29,African-American,M,1,neg
5046,Male,54,Other,F,1,pos
624,Male,29,African-American,M,0,pos
1024,Male,46,Caucasian,F,0,pos
1615,Male,45,African-American,F,8,neg
1116,Male,33,African-American,M,4,neg
4943,Male,23,Caucasian,M,0,neg
4429,Male,30,African-American,F,12,neg
2424,Male,49,Caucasian,F,0,pos
3834,Female,55,African-American,F,1,pos
163,Male,48,Caucasian,M,2,pos
2246,Male,42,African-American,F,1,pos
3209,Male,23,African-American,F,7,neg
3443,Male,23,Other,M,2,pos
1013,Male,27,African-American,F,5,neg
6621,Male,20,Caucasian,M,0,pos
1586,Male,35,African-American,F,12,pos
1004,Male,35,African-American,M,17,neg
3013,Male,48,Hispanic,M,1,pos
5134,Male,27,Hispanic,M,0,pos
6294,Female,26,Caucasian,F,3,neg
1829,Male,23,African-American,M,2,neg
1912,Male,26,African-American,F,6,neg
6856,Male,52,Caucasian,F,1,pos
3754,Female,33,Caucasian,M,0,neg
6665,Male,49,Caucasian,M,1,pos
669,Male,31,African-American,M,2,pos
5841,Male,23,Other,M,0,neg
1820,Male,32,Caucasian,M,6,pos
4132,Female,40,Hispanic,M,2,pos
3830,Male,32,African-American,F,1,pos
3711,Male,32,African-American,F,17,neg
3253,Male,19,African-American,F,2,neg
2067,Male,26,African-American,F,1,pos
3762,Male,32,African-American,F,1,pos
5979,Male,26,Caucasian,F,9,neg
2095,Male,35,African-American,F,1,neg
2535,Male,32,Caucasian,M,0,pos
1201,Female,33,African-American,F,1,pos
2917,Male,30,African-American,F,7,neg
4824,Male,38,African-American,M,0,pos
989,Male,24,Caucasian,F,2,pos
646,Female,31,African-American,F,10,pos
6905,Female,24,African-American,F,0,neg
6894,Male,21,African-American,F,0,pos
3851,Male,25,African-American,F,0,pos
1532,Male,30,African-American,M,7,neg
5643,Male,35,African-American,F,6,pos
2876,Male,73,Caucasian,M,0,pos
1086,Female,62,Caucasian,F,2,neg
662,Female,33,African-American,F,0,pos
5475,Male,41,African-American,M,14,neg
2585,Male,38,Caucasian,F,3,neg
5994,Male,24,Caucasian,F,5,neg
3921,Male,28,African-American,F,5,pos
6436,Male,26,African-American,F,2,neg
6005,Male,52,Caucasian,F,1,pos
4012,Male,26,African-American,F,3,neg
2332,Male,20,African-American,F,1,neg
7061,Male,26,African-American,F,0,pos
6338,Male,35,African-American,F,2,pos
5025,Male,41,African-American,F,1,pos
655,Male,31,African-American,F,23,neg
384,Male,22,African-American,F,4,neg
5066,Male,24,Caucasian,F,3,neg
5502,Male,38,Hispanic,F,7,neg
6324,Male,51,Caucasian,F,3,pos
3748,Female,48,Caucasian,M,1,neg
753,Female,29,African-American,F,3,pos
3123,Male,40,Caucasian,F,1,pos
3822,Male,47,Caucasian,F,3,pos
2179,Male,26,African-American,F,3,neg
4571,Male,32,Caucasian,F,0,neg
1554,Female,20,African-American,F,2,neg
4359,Female,33,African-American,M,3,pos
424,Male,29,Caucasian,M,0,neg
3896,Male,37,Other,F,2,pos
3595,Male,35,Caucasian,F,2,pos
4999,Male,59,Caucasian,M,2,neg
1906,Male,27,African-American,F,4,pos
2083,Male,22,Caucasian,F,5,neg
3895,Male,26,Caucasian,F,1,neg
6288,Male,26,African-American,F,1,neg
2541,Male,30,African-American,F,9,neg
1291,Male,38,Asian,F,2,pos
2386,Male,41,African-American,F,3,neg
2276,Male,39,Caucasian,F,1,pos
4146,Female,68,African-American,F,5,pos
132,Male,28,Caucasian,M,0,neg
4613,Male,40,Hispanic,M,1,pos
6751,Male,41,African-American,M,1,pos
7103,Male,38,African-American,M,16,neg
1109,Female,22,Caucasian,M,0,pos
198,Female,23,African-American,M,1,pos
4880,Female,29,African-American,F,0,pos
5579,Male,22,African-American,F,0,neg
5702,Male,32,Caucasian,M,1,pos
785,Male,36,Other,F,0,pos
2575,Female,21,African-American,F,0,pos
2048,Male,41,African-American,F,19,neg
6067,Male,33,African-American,F,3,pos
4271,Male,28,African-American,M,1,pos
3603,Male,60,African-American,F,0,pos
7189,Male,34,African-American,M,3,neg
2320,Male,32,Caucasian,F,2,pos
6522,Male,46,Hispanic,F,0,pos
5545,Male,30,Other,F,13,neg
2668,Male,24,Caucasian,F,3,neg
5321,Male,21,Caucasian,F,1,pos
2002,Male,35,Caucasian,F,1,neg
5759,Male,38,Caucasian,M,3,pos
5558,Male,28,African-American,M,6,neg
1985,Male,50,Caucasian,M,0,neg
3222,Male,26,Caucasian,M,0,pos
5187,Male,20,African-American,F,5,neg
2356,Male,57,Caucasian,F,0,pos
3304,Female,21,African-American,F,1,neg
3284,Female,33,African-American,M,6,neg
1165,Male,24,African-American,F,0,pos
3290,Male,23,Caucasian,F,0,neg
2547,Female,54,Caucasian,F,0,neg
6286,Male,25,Caucasian,F,1,pos
2451,Male,44,Caucasian,F,4,pos
224,Female,30,African-American,F,2,pos
2863,Male,53,African-American,M,18,neg
7060,Male,20,African-American,F,2,neg
4882,Male,38,African-American,F,1,neg
5106,Male,28,African-American,F,12,pos
1416,Male,35,Hispanic,M,0,pos
1262,Female,45,Caucasian,M,5,pos
4771,Male,28,African-American,M,1,neg
4740,Male,40,Caucasian,M,3,pos
4356,Male,28,African-American,M,0,neg
5522,Male,33,Caucasian,F,4,pos
1039,Male,27,African-American,F,1,neg
553,Female,48,Other,F,0,pos
2688,Male,22,African-American,F,2,pos
3226,Male,25,African-American,F,1,pos
2068,Male,42,Caucasian,F,0,pos
383,Male,26,African-American,F,6,neg
4358,Male,24,African-American,M,0,neg
1773,Male,34,African-American,F,3,neg
3109,Female,30,African-American,M,0,pos
5110,Male,35,African-American,M,3,neg
4118,Male,21,Hispanic,F,1,neg
6851,Male,31,Caucasian,F,0,pos
1590,Male,29,African-American,F,0,pos
1847,Male,43,Caucasian,M,0,pos
6660,Female,40,Caucasian,F,0,pos
2486,Male,21,Caucasian,M,1,neg
6006,Male,37,Hispanic,M,0,neg
6575,Male,54,Caucasian,F,0,pos
4492,Male,22,Caucasian,F,0,neg
1626,Male,32,African-American,F,1,neg
3933,Male,39,Caucasian,F,6,pos
2732,Male,35,Caucasian,M,2,neg
4520,Female,37,Hispanic,M,0,pos
6681,Male,23,African-American,F,5,neg
4691,Female,33,African-American,F,1,pos
7012,Male,23,Other,F,0,pos
2233,Female,39,African-American,F,7,pos
505,Male,51,Caucasian,M,1,pos
2889,Male,48,Caucasian,F,3,pos
6454,Male,26,African-American,F,10,neg
1430,Male,42,Hispanic,M,3,pos
3031,Male,25,Caucasian,F,1,pos
2557,Female,30,African-American,F,1,neg
2116,Male,39,Caucasian,F,8,pos
1206,Male,32,African-American,F,4,neg
1515,Male,33,African-American,M,7,neg
1762,Male,32,Caucasian,F,2,neg
7020,Male,24,African-American,F,0,pos
5083,Female,51,Caucasian,M,1,pos
5739,Male,25,Caucasian,F,5,neg
6334,Female,30,Caucasian,F,3,neg
5337,Male,34,African-American,F,1,pos
100,Male,24,African-American,F,1,pos
124,Male,33,African-American,F,19,neg
1037,Female,21,African-American,M,0,pos
149,Male,27,African-American,F,2,neg
1938,Male,20,Caucasian,F,0,neg
6204,Male,36,Hispanic,M,1,pos
2047,Male,56,African-American,F,1,pos
502,Male,52,Hispanic,F,20,pos
1771,Female,25,African-American,M,1,pos
2635,Male,29,Other,F,2,neg
5609,Male,62,Hispanic,F,5,pos
3858,Female,52,African-American,F,2,neg
5119,Female,23,Caucasian,M,1,pos
697,Male,24,African-American,M,1,pos
4013,Male,37,African-American,F,11,neg
11,Male,23,African-American,M,3,neg
993,Female,38,African-American,M,8,neg
108,Male,43,Caucasian,F,1,pos
4493,Male,21,Hispanic,M,0,neg
3072,Male,32,African-American,M,9,neg
3994,Male,31,African-American,M,15,neg
4892,Male,36,African-American,F,13,neg
3124,Male,24,African-American,F,0,pos
1226,Male,30,Caucasian,M,2,neg
62,Male,38,Caucasian,M,4,neg
729,Male,22,Caucasian,F,1,neg
6050,Male,29,Caucasian,F,3,neg
5535,Male,30,African-American,M,18,neg
3488,Male,56,African-American,M,3,neg
6377,Male,21,African-American,F,0,neg
4063,Male,42,African-American,M,1,pos
6392,Female,19,African-American,F,1,neg
1076,Male,59,Caucasian,F,2,pos
4717,Male,56,African-American,F,0,pos
138,Male,31,Caucasian,M,2,neg
6448,Male,29,African-American,M,2,neg
1665,Female,27,African-American,M,0,pos
542,Male,47,Caucasian,M,1,pos
745,Female,53,Caucasian,F,0,pos
6123,Male,61,African-American,F,8,neg
3230,Male,46,African-American,F,9,neg
1960,Male,57,African-American,F,8,neg
3126,Male,61,Caucasian,M,0,pos
7112,Male,26,African-American,F,0,pos
3674,Male,29,Other,M,4,neg
4332,Male,38,African-American,F,2,neg
598,Male,27,African-American,M,3,neg
4806,Male,24,African-American,F,3,neg
6395,Male,41,African-American,F,6,neg
4727,Male,32,African-American,F,3,pos
4286,Male,26,Caucasian,F,4,neg
4521,Male,30,African-American,F,21,neg
7049,Female,29,African-American,F,0,pos
5892,Female,55,Caucasian,M,0,pos
6574,Male,53,African-American,M,3,pos
3905,Male,30,Other,F,6,neg
4829,Male,25,Other,F,0,pos
53,Female,63,Hispanic,F,1,pos
7194,Female,30,Caucasian,M,2,neg
1633,Male,22,Other,F,1,pos
4686,Male,34,Hispanic,F,1,pos
5279,Female,31,Caucasian,F,1,pos
5482,Male,28,African-American,F,2,pos
5508,Male,27,African-American,F,7,neg
2546,Male,22,Caucasian,F,0,pos
2324,Male,23,Caucasian,F,0,neg
4636,Male,50,African-American,M,13,neg
2323,Male,38,African-American,F,3,pos
3487,Male,52,Caucasian,F,7,pos
6087,Female,27,African-American,M,0,pos
153,Male,52,Other,F,13,neg
69,Female,56,African-American,M,0,pos
3451,Male,48,Caucasian,F,1,pos
427,Male,22,African-American,F,3,pos
1383,Male,27,Caucasian,M,1,neg
5380,Male,27,African-American,F,2,neg
5011,Male,41,Hispanic,F,9,pos
503,Male,66,African-American,F,33,neg
6282,Female,22,African-American,M,0,neg
5465,Male,23,Hispanic,F,0,neg
2956,Male,54,Caucasian,M,2,neg
878,Male,23,African-American,F,6,neg
1170,Female,22,Hispanic,F,0,pos
6471,Male,41,African-American,F,6,neg
5520,Male,25,African-American,F,7,pos
187,Female,38,Caucasian,F,2,neg
549,Female,50,Hispanic,F,1,pos
546,Male,44,African-American,M,1,pos
1787,Male,33,Caucasian,F,0,neg
635,Female,35,Caucasian,F,0,neg
2969,Male,37,Other,M,0,pos
687,Male,36,African-American,M,4,pos
4731,Male,32,African-American,F,7,neg
1350,Female,66,Caucasian,M,1,pos
2893,Male,38,Other,M,1,pos
1054,Male,53,African-American,F,2,pos
724,Male,21,Caucasian,F,1,pos
5484,Male,22,African-American,F,0,neg
4948,Male,39,Caucasian,F,1,pos
5732,Male,24,Caucasian,M,2,pos
6775,Male,40,Other,F,1,pos
3836,Male,26,African-American,M,0,pos
2620,Male,26,African-American,M,12,neg
2370,Male,38,Caucasian,F,10,neg
4287,Male,36,Caucasian,M,0,neg
1699,Female,35,Caucasian,F,4,pos
1921,Male,38,Caucasian,F,2,neg
2536,Male,26,Caucasian,M,0,pos
2426,Male,21,African-American,F,1,neg
1221,Male,20,African-American,F,0,pos
2418,Male,45,African-American,F,13,neg
2504,Male,26,African-American,F,1,neg
5302,Male,37,Caucasian,F,1,neg
1485,Male,35,African-American,M,2,pos
2004,Male,38,Caucasian,M,0,neg
6480,Female,52,Caucasian,F,23,neg
3399,Female,36,African-American,F,5,neg
6072,Male,30,Caucasian,F,0,neg
773,Male,28,Hispanic,F,0,pos
1268,Female,44,Caucasian,M,1,pos
3006,Male,21,African-American,M,0,neg
3047,Male,31,Caucasian,M,10,pos
1556,Male,21,Caucasian,F,0,neg
2624,Female,27,African-American,F,1,pos
3724,Female,47,Caucasian,M,0,pos
2101,Female,30,African-American,M,0,pos
2234,Male,21,Caucasian,M,0,neg
4519,Female,23,African-American,F,1,pos
6103,Male,24,Caucasian,F,2,neg
6785,Male,31,African-American,M,9,neg
1760,Male,30,African-American,F,5,neg
5320,Male,39,Other,M,1,pos
5679,Female,22,African-American,M,1,pos
6747,Male,23,Caucasian,F,1,pos
769,Male,27,African-American,F,4,neg
606,Male,43,African-American,M,1,pos
4604,Female,36,Caucasian,F,3,neg
3992,Male,27,African-American,F,4,neg
4856,Female,30,African-American,M,2,pos
1931,Male,29,African-American,M,10,neg
756,Male,35,Hispanic,F,5,pos
2905,Female,22,Caucasian,M,2,pos
3519,Male,30,Other,F,0,pos
3427,Male,23,African-American,F,0,neg
4793,Male,34,Caucasian,F,5,neg
711,Male,37,African-American,F,5,neg
3893,Male,25,African-American,M,4,neg
825,Male,25,African-American,M,3,neg
3368,Male,36,African-American,M,25,neg
804,Male,39,African-American,F,0,pos
6904,Male,36,African-American,M,2,neg
1035,Male,43,African-American,M,0,neg
1403,Male,25,Caucasian,M,2,neg
850,Male,21,African-American,F,1,neg
126,Male,22,Caucasian,F,4,neg
7130,Male,30,African-American,F,3,neg
3494,Male,42,African-American,F,5,pos
3151,Male,29,African-American,M,2,neg
7097,Female,22,African-American,F,1,pos
4005,Male,29,African-American,F,0,neg
2298,Male,25,Caucasian,M,2,pos
4994,Male,59,Caucasian,M,0,pos
6425,Male,25,African-American,M,4,pos
1317,Male,43,African-American,F,2,pos
6477,Male,22,Caucasian,F,1,neg
67,Male,27,African-American,F,6,neg
